-0.0093081,0.011635,-0.002327,0.022949,0.38867,0.89648,0.06422,-0.38532,-0.46606,0
-0.0081446,0.0058176,-0.002327,0.025879,0.38403,0.896,0.065138,-0.3844,-0.46697,0
0.0034906,0.0034906,0.002327,0.023926,0.38818,0.89746,0.06422,-0.38349,-0.46514,0
0.0046541,0.002327,-0.0069811,0.027344,0.39258,0.89941,0.066055,-0.3844,-0.46881,0
0.0046541,0.0058176,-0.0046541,0.024902,0.39478,0.89551,0.065138,-0.38165,-0.46972,0
0.0011635,0,-0.0046541,0.021973,0.39307,0.89404,0.065138,-0.38624,-0.46606,0
0.0046541,-0.002327,-0.0034906,0.023926,0.39307,0.89355,0.06422,-0.38532,-0.46789,0
0.0034906,-0.002327,-0.0011635,0.023438,0.39087,0.8916,0.066055,-0.3844,-0.46514,0
0.0034906,0.002327,-0.002327,0.022217,0.39258,0.89502,0.063303,-0.38532,-0.46606,0
0.002327,-0.0011635,0,0.024902,0.39111,0.88892,0.065138,-0.3844,-0.46422,0
0.0046541,0.0034906,-0.0058176,0.019775,0.39258,0.89258,0.063303,-0.3844,-0.46697,0
0,-0.0093081,0.0069811,0.031738,0.39355,0.88965,0.062385,-0.38624,-0.46514,0
-0.0046541,-0.011635,0.0034906,0.028809,0.39258,0.89014,0.066055,-0.3844,-0.46514,0
-0.0034906,-0.011635,0,0.028809,0.39038,0.89453,0.065138,-0.3844,-0.46606,0
-0.012799,0,-0.0069811,0.024414,0.39014,0.89307,0.066055,-0.3844,-0.46697,0
-0.012799,0.0034906,-0.0069811,0.025391,0.39014,0.89355,0.065138,-0.38257,-0.46789,0
-0.011635,0.002327,-0.011635,0.027344,0.38892,0.89355,0.062385,-0.38532,-0.46514,0
-0.0081446,0.0011635,-0.010472,0.025391,0.3877,0.89697,0.065138,-0.38532,-0.46881,0
-0.0046541,-0.0011635,-0.0034906,0.026367,0.38794,0.89844,0.06422,-0.38532,-0.46697,0
-0.0011635,-0.0011635,-0.002327,0.024414,0.38818,0.89795,0.065138,-0.38257,-0.46697,0
-0.0011635,-0.002327,-0.0011635,0.021973,0.38696,0.89941,0.063303,-0.38716,-0.46606,0
0,-0.002327,0.0011635,0.024902,0.38818,0.89697,0.066972,-0.3844,-0.46972,0
0.0011635,-0.002327,0.002327,0.025879,0.38843,0.89746,0.06422,-0.3844,-0.46881,0
0.0081446,-0.002327,0.0069811,0.026855,0.38867,0.89453,0.06422,-0.38624,-0.46514,0
0.0058176,0.0034906,0.0081446,0.029785,0.3916,0.89355,0.06422,-0.38624,-0.46514,0
0.0034906,0.002327,0.0069811,0.030762,0.3894,0.8916,0.061468,-0.38349,-0.46422,0
0.0069811,0.0011635,0.0069811,0.02832,0.38916,0.89087,0.06422,-0.38349,-0.46881,0
0.0058176,0.0046541,-0.0011635,0.032959,0.39258,0.8894,0.065138,-0.3844,-0.46514,0
0.0046541,0.0034906,-0.0034906,0.027344,0.39258,0.88477,0.06422,-0.3844,-0.46514,0
-0.0046541,0.002327,-0.015126,0.025879,0.39502,0.88818,0.06422,-0.38532,-0.46697,0
-0.0081446,0,-0.011635,0.025879,0.39062,0.89209,0.062385,-0.38257,-0.46789,0
-0.0093081,-0.0011635,-0.016289,0.019775,0.39087,0.89282,0.06422,-0.38532,-0.46789,0
-0.0081446,-0.0011635,-0.012799,0.024902,0.38867,0.89355,0.066972,-0.38257,-0.46514,0
0,0.002327,-0.0058176,0.026855,0.39136,0.89307,0.063303,-0.38257,-0.46606,0
-0.002327,0.0046541,-0.0046541,0.027344,0.38745,0.89209,0.063303,-0.38532,-0.46789,0
-0.0046541,0.0046541,-0.002327,0.025391,0.38745,0.89746,0.061468,-0.38532,-0.46881,0
-0.0011635,0.0046541,-0.0011635,0.027832,0.38867,0.89697,0.063303,-0.38349,-0.46881,0
-0.002327,0.002327,-0.002327,0.022705,0.38818,0.89355,0.065138,-0.38532,-0.46606,0
0,0.0011635,-0.002327,0.024414,0.38696,0.89795,0.06422,-0.3844,-0.46422,0
0,0,0.0011635,0.024414,0.38843,0.89185,0.066972,-0.38349,-0.46514,0
-0.0011635,0.002327,-0.0046541,0.027344,0.39038,0.89551,0.06789,-0.38532,-0.46606,0
0.0011635,0.0093081,-0.011635,0.025391,0.39209,0.89307,0.06422,-0.38165,-0.46514,0
-0.002327,0.0034906,-0.0069811,0.023926,0.39258,0.89209,0.06422,-0.38349,-0.4633,0
0.0011635,0.0069811,-0.0058176,0.018799,0.39038,0.89795,0.06422,-0.38257,-0.46697,0
0.0058176,0.002327,-0.0034906,0.020264,0.39062,0.89185,0.065138,-0.38716,-0.46422,0
0.0069811,0.0011635,-0.002327,0.022461,0.39111,0.89551,0.06422,-0.38165,-0.46606,0
0.0046541,0.002327,-0.0011635,0.020508,0.39502,0.89697,0.06422,-0.38532,-0.46697,0
0.002327,-0.002327,0.0034906,0.016357,0.39111,0.89453,0.066055,-0.38532,-0.46514,0
0.0034906,-0.0069811,0.0034906,0.019531,0.39185,0.89502,0.06789,-0.38349,-0.46514,0
0.0046541,-0.016289,0.0069811,0.022949,0.38965,0.89502,0.063303,-0.38532,-0.46606,0
0.0046541,0.002327,-0.0046541,0.033203,0.38892,0.89038,0.065138,-0.38349,-0.46606,0
-0.0046541,0.0093081,-0.0069811,0.023926,0.3894,0.88818,0.066055,-0.38532,-0.46514,0
-0.0058176,0.0093081,-0.0046541,0.02832,0.38989,0.89062,0.066055,-0.38532,-0.46514,0
-0.002327,0.002327,-0.0034906,0.027832,0.39258,0.89746,0.065138,-0.38165,-0.46881,0
0.0034906,0.0046541,-0.0034906,0.026855,0.39233,0.89038,0.062385,-0.38349,-0.46606,0
-0.0058176,0.0034906,-0.0034906,0.025879,0.39624,0.89258,0.065138,-0.38349,-0.46697,0
0.0034906,0.002327,0.002327,0.022217,0.38867,0.89209,0.06422,-0.38349,-0.46514,0
-0.002327,-0.002327,-0.0011635,0.028809,0.39722,0.89087,0.066972,-0.38257,-0.46606,0
0.0058176,0.0046541,-0.0034906,0.027344,0.39258,0.89404,0.066972,-0.38532,-0.46606,0
0.0046541,0.0069811,-0.0046541,0.023438,0.39453,0.88501,0.066055,-0.38532,-0.46697,0
0.0034906,0.002327,-0.0046541,0.021973,0.39282,0.89185,0.065138,-0.3844,-0.46697,0
0.0058176,-0.002327,-0.0011635,0.021484,0.39404,0.8894,0.065138,-0.38532,-0.46606,0
0.0011635,-0.0081446,0,0.019775,0.39551,0.88623,0.06422,-0.3844,-0.46789,0
-0.0034906,-0.010472,-0.0011635,0.02124,0.39258,0.88892,0.06422,-0.38624,-0.46514,0
-0.0093081,-0.010472,0.002327,0.027832,0.396,0.89038,0.061468,-0.38716,-0.46789,0
-0.0093081,-0.010472,0,0.028809,0.38989,0.89258,0.065138,-0.38624,-0.46514,0
-0.010472,-0.0081446,-0.0034906,0.029297,0.39307,0.89502,0.06422,-0.37523,-0.46514,0
-0.011635,0.002327,-0.0081446,0.025879,0.38672,0.89648,0.06422,-0.38624,-0.4633,0
-0.015126,0.0046541,-0.0093081,0.031738,0.38647,0.89502,0.065138,-0.38073,-0.46606,0
-0.015126,0.0046541,-0.011635,0.027344,0.38745,0.89648,0.06422,-0.38349,-0.46881,0
-0.010472,0.0058176,-0.0093081,0.025391,0.38574,0.89844,0.065138,-0.38532,-0.46514,0
0,-0.0011635,-0.0034906,0.023438,0.38672,0.89893,0.066055,-0.38807,-0.46606,0
-0.002327,-0.0011635,-0.002327,0.024902,0.38525,0.90088,0.06422,-0.38165,-0.46697,0
0.002327,-0.002327,0,0.023193,0.38818,0.89697,0.065138,-0.38624,-0.46697,0
0.0046541,-0.002327,0.0046541,0.023438,0.38501,0.89795,0.063303,-0.38349,-0.46697,0
0.0058176,0.002327,0.012799,0.024414,0.39038,0.89478,0.06422,-0.3844,-0.46606,0
0.0069811,0.0069811,0.0069811,0.033447,0.3894,0.89355,0.062385,-0.3844,-0.46697,0
0.0046541,0.0034906,0.0058176,0.024414,0.39282,0.89648,0.066055,-0.3844,-0.46789,0
0.0081446,0.0058176,0.012799,0.03833,0.38892,0.89258,0.06422,-0.38349,-0.46422,0
0.011635,0.0046541,0.0069811,0.033203,0.3916,0.89404,0.063303,-0.38349,-0.46606,0
0.0081446,0.0046541,0,0.028809,0.39209,0.88794,0.063303,-0.38257,-0.46881,0
0.0046541,0.0093081,-0.0081446,0.031494,0.39478,0.89209,0.06422,-0.38716,-0.46606,0
0.0058176,0.0069811,-0.011635,0.029297,0.39307,0.8894,0.066972,-0.3844,-0.46606,0
0.002327,0.0058176,-0.011635,0.02832,0.39258,0.88843,0.066055,-0.38624,-0.46606,0
0.0011635,0.0069811,-0.012799,0.027832,0.39209,0.89014,0.065138,-0.3844,-0.46422,0
-0.002327,0.0069811,-0.018616,0.026855,0.39502,0.89209,0.066055,-0.38257,-0.46606,0
0.0011635,0.0011635,-0.015126,0.027344,0.39209,0.89209,0.065138,-0.38349,-0.46697,0
-0.0046541,0.0058176,-0.012799,0.026855,0.39307,0.89258,0.065138,-0.38532,-0.46606,0
-0.0058176,0.0081446,-0.011635,0.022949,0.39282,0.8894,0.06422,-0.38349,-0.46514,0
-0.0034906,0.0069811,-0.010472,0.024414,0.39062,0.88989,0.066972,-0.3844,-0.46789,0
-0.0058176,0.010472,-0.0093081,0.023438,0.39209,0.89307,0.063303,-0.38349,-0.46697,0
-0.0046541,0.010472,-0.0081446,0.021973,0.39233,0.89331,0.066972,-0.38349,-0.46697,0
-0.002327,0.010472,-0.0058176,0.024902,0.38721,0.89429,0.066055,-0.3844,-0.46881,0
-0.002327,0.0081446,-0.0034906,0.021484,0.3894,0.896,0.066972,-0.3844,-0.46789,0
-0.0011635,0.0058176,-0.0081446,0.023926,0.39404,0.89355,0.06422,-0.38349,-0.46514,0
-0.0034906,0.0069811,-0.010472,0.022949,0.3916,0.89404,0.066972,-0.3844,-0.46697,0
0,0.0034906,-0.010472,0.023438,0.3894,0.89746,0.06422,-0.3844,-0.46514,0
-0.0011635,0.0034906,-0.0069811,0.022217,0.38965,0.89453,0.06789,-0.3844,-0.46697,0
-0.002327,0.0058176,-0.0081446,0.019043,0.39258,0.8916,0.066055,-0.38349,-0.46514,0
-0.0046541,0.0034906,-0.0093081,0.015869,0.38721,0.89258,0.066055,-0.38073,-0.46606,0
-0.0034906,0.0034906,-0.0093081,0.021729,0.39087,0.89697,0.063303,-0.38349,-0.46606,0
-0.0011635,0.0034906,-0.0034906,0.021729,0.39038,0.896,0.066055,-0.38532,-0.46697,0
-0.0046541,0.0046541,0,0.023438,0.39087,0.89355,0.068807,-0.38257,-0.46789,0
0,0.0046541,0,0.021484,0.38794,0.89551,0.066972,-0.38807,-0.46606,0
0,0.0069811,0.0011635,0.022949,0.39258,0.89844,0.065138,-0.38349,-0.46606,0
0.0011635,0.0011635,0.0034906,0.021973,0.39014,0.89453,0.066972,-0.38532,-0.46606,0
0.0034906,0.0034906,0.0069811,0.022949,0.3916,0.89355,0.066055,-0.38532,-0.46606,0
0.0046541,0,0.0034906,0.023438,0.3916,0.89404,0.065138,-0.3844,-0.46697,0
0.0034906,0,0.0058176,0.026855,0.39062,0.88867,0.065138,-0.38532,-0.46422,0
0.002327,0.0046541,0.0058176,0.025391,0.39575,0.89209,0.06422,-0.38349,-0.46422,0
0,0.0034906,0.0046541,0.026855,0.38965,0.8916,0.062385,-0.38257,-0.46422,0
-0.0011635,0.002327,0.0046541,0.02832,0.39111,0.89209,0.066972,-0.38624,-0.46789,0
0.002327,0.0011635,0.0034906,0.025146,0.39258,0.89355,0.063303,-0.3844,-0.46697,0
0.0011635,0.002327,-0.0034906,0.029297,0.3894,0.89014,0.062385,-0.3844,-0.46606,0
-0.0011635,0.0046541,-0.0034906,0.027832,0.3916,0.89209,0.066972,-0.38532,-0.46697,0
0.0011635,0.0034906,-0.0046541,0.02832,0.38843,0.88916,0.066972,-0.38257,-0.46697,0
-0.0011635,0.0046541,-0.0081446,0.025391,0.39111,0.88574,0.066972,-0.38257,-0.46606,0
-0.0034906,0.0069811,-0.0046541,0.024414,0.39258,0.88745,0.06422,-0.38349,-0.46606,0
-0.0034906,0.0069811,-0.0093081,0.030273,0.39209,0.89087,0.066055,-0.38073,-0.46697,0
-0.0011635,0.0046541,-0.0058176,0.020264,0.39307,0.89502,0.066972,-0.38532,-0.46697,0
0.002327,0.0046541,-0.0093081,0.016357,0.39258,0.89746,0.065138,-0.38532,-0.46606,0
0.0034906,-0.012799,-0.0046541,0.023438,0.3916,0.89038,0.063303,-0.38257,-0.46697,0
0.002327,-0.012799,-0.0046541,0.028809,0.38989,0.89404,0.063303,-0.38349,-0.4633,0
-0.002327,-0.002327,-0.002327,0.0354,0.38452,0.88428,0.065138,-0.38532,-0.46606,0
-0.0081446,0.0069811,-0.011635,0.019043,0.38574,0.89795,0.065138,-0.3844,-0.46697,0
-0.0069811,0.002327,-0.0034906,0.022461,0.38843,0.89795,0.068807,-0.38349,-0.46789,0
-0.0034906,-0.0011635,-0.002327,0.024902,0.38794,0.89795,0.063303,-0.38349,-0.46789,0
0.0046541,0.002327,0.0034906,0.025391,0.39185,0.90186,0.062385,-0.38349,-0.46972,0
0.0081446,0.0093081,0.0034906,0.025391,0.38965,0.89502,0.06422,-0.38532,-0.46697,0
0.0034906,0.011635,0.0046541,0.022461,0.39355,0.89502,0.06422,-0.3844,-0.46972,0
0,0.0093081,0.002327,0.023682,0.39014,0.89746,0.063303,-0.38349,-0.46697,0
0.002327,0.0069811,0.0011635,0.024414,0.38989,0.89795,0.065138,-0.38257,-0.46514,0
0,0.0093081,0.002327,0.023926,0.38989,0.89258,0.066055,-0.38349,-0.46606,0
0.0058176,0.0081446,-0.0011635,0.022949,0.39258,0.89087,0.061468,-0.38807,-0.46606,0
0.0034906,0.0093081,-0.002327,0.024414,0.39307,0.88599,0.065138,-0.3844,-0.46606,0
0.0034906,0.0034906,-0.0046541,0.019775,0.39648,0.88965,0.066055,-0.3844,-0.46514,0
-0.002327,0.0011635,-0.0011635,0.017822,0.39355,0.88818,0.06789,-0.38349,-0.46514,0
-0.0058176,-0.0081446,0.0046541,0.021484,0.39355,0.89038,0.065138,-0.38349,-0.46697,0
-0.0069811,-0.0069811,0.002327,0.023926,0.39868,0.89185,0.063303,-0.3844,-0.46789,0
-0.0093081,0,0,0.029541,0.3938,0.896,0.06789,-0.3844,-0.46422,0
-0.011635,-0.0011635,-0.002327,0.029541,0.39404,0.89111,0.066055,-0.3844,-0.46881,0
-0.012799,0.0034906,-0.0093081,0.027832,0.38867,0.89355,0.06422,-0.38624,-0.46606,0
-0.0093081,0.0058176,-0.0093081,0.028564,0.39087,0.89648,0.066055,-0.38257,-0.46422,0
-0.010472,0.0081446,-0.0069811,0.027832,0.38843,0.89307,0.066055,-0.38165,-0.46514,0
-0.011635,0.0081446,-0.011635,0.024902,0.38647,0.89453,0.066055,-0.38532,-0.46697,0
-0.0069811,0.0081446,-0.0081446,0.022949,0.38599,0.89697,0.063303,-0.38257,-0.46697,0
-0.0046541,0.0069811,-0.0069811,0.021484,0.38672,0.89697,0.065138,-0.38257,-0.46422,0
-0.0046541,0.0058176,-0.0046541,0.022461,0.38525,0.89844,0.066972,-0.38349,-0.46789,0
0.0034906,0,-0.0034906,0.026367,0.38818,0.89844,0.06422,-0.38257,-0.46606,0
0.0058176,0.0011635,0.0011635,0.021973,0.39062,0.89355,0.06422,-0.3844,-0.46697,0
-0.002327,0.0034906,0.0011635,0.022949,0.38989,0.89209,0.06422,-0.38349,-0.46606,0
0.0011635,0.0046541,0.0069811,0.025879,0.39014,0.89258,0.066972,-0.38165,-0.46606,0
0,0.0046541,0.0058176,0.021973,0.38916,0.89453,0.06422,-0.38532,-0.46789,0
-0.0034906,0.0046541,0.0093081,0.021484,0.39209,0.89111,0.06422,-0.38257,-0.46606,0
-0.0034906,0.0058176,0.0046541,0.021484,0.3877,0.89648,0.065138,-0.38349,-0.46697,0
0.0011635,0.0069811,0.002327,0.025391,0.38965,0.89648,0.06789,-0.3844,-0.46697,0
0,0.010472,0.0058176,0.026367,0.38867,0.896,0.066972,-0.38532,-0.46514,0
0.002327,0.010472,0.0046541,0.026855,0.38892,0.89795,0.065138,-0.38257,-0.46697,0
0.0011635,0.0046541,0.0046541,0.028809,0.38721,0.89697,0.066055,-0.3844,-0.46422,0
0.0058176,0.0081446,0.0034906,0.030273,0.38721,0.89355,0.06422,-0.38624,-0.46514,0
0.0046541,0.0034906,-0.002327,0.021973,0.3894,0.89258,0.068807,-0.38349,-0.46697,0
0.0058176,0.0034906,-0.0034906,0.023438,0.39209,0.8916,0.066055,-0.38532,-0.46881,0
0.0011635,0.0058176,-0.0093081,0.023926,0.39502,0.89111,0.06422,-0.38257,-0.46514,0
0.0011635,0.0011635,-0.0093081,0.026367,0.39722,0.88745,0.066055,-0.38624,-0.46697,0
0,0.0011635,-0.0093081,0.020752,0.39258,0.89209,0.066972,-0.38532,-0.46422,0
-0.0011635,0.002327,-0.0093081,0.021484,0.39404,0.89307,0.066972,-0.38532,-0.46697,0
-0.0058176,-0.002327,-0.0046541,0.024902,0.39355,0.89404,0.066972,-0.38349,-0.46606,0
-0.0081446,0,-0.0034906,0.02124,0.38843,0.89307,0.066055,-0.38165,-0.46422,0
-0.0069811,0.0034906,-0.0046541,0.021729,0.3916,0.8916,0.061468,-0.3844,-0.46881,0
-0.0058176,0.0081446,-0.002327,0.024414,0.38965,0.89209,0.065138,-0.3844,-0.46789,0
-0.0069811,0.0046541,-0.0034906,0.019775,0.3916,0.89331,0.066055,-0.3844,-0.46606,0
-0.0058176,0.0046541,-0.002327,0.021973,0.3916,0.89404,0.066055,-0.3844,-0.46789,0
-0.0046541,0.0034906,-0.0058176,0.023926,0.39062,0.89551,0.065138,-0.38257,-0.46789,0
-0.0058176,0.0046541,-0.0011635,0.024414,0.39087,0.90039,0.065138,-0.3844,-0.46606,0
-0.002327,0.002327,-0.0069811,0.023193,0.39404,0.896,0.06789,-0.38532,-0.46606,0
0,0.002327,-0.0069811,0.021973,0.38843,0.89893,0.06422,-0.38073,-0.46789,0
0,0.0011635,-0.0069811,0.020264,0.38843,0.89795,0.066972,-0.38532,-0.46606,0
-0.0011635,0.0011635,-0.0046541,0.022461,0.39014,0.896,0.065138,-0.38349,-0.46697,0
0.0034906,0,-0.0081446,0.021484,0.3855,0.89697,0.066055,-0.38349,-0.46514,0
0.0058176,0,-0.0046541,0.026367,0.38696,0.89648,0.065138,-0.38257,-0.46514,0
0.0058176,0,-0.0046541,0.021484,0.38721,0.89087,0.066055,-0.38349,-0.46606,0
0.0081446,0.0034906,0,0.021484,0.39014,0.89307,0.066972,-0.38257,-0.46789,0
0.0046541,-0.0011635,0.0034906,0.021973,0.38965,0.89404,0.065138,-0.38257,-0.46789,0
0.0058176,0.0011635,0.0058176,0.017822,0.3877,0.89062,0.066055,-0.38257,-0.46606,0
-0.0011635,0.0011635,-0.002327,0.022949,0.39282,0.89087,0.063303,-0.38165,-0.46697,0
0.002327,0.0069811,0.0011635,0.022461,0.39478,0.89233,0.065138,-0.38532,-0.46697,0
-0.002327,0.0011635,-0.0011635,0.024902,0.39038,0.89355,0.066972,-0.38257,-0.46697,0
-0.0011635,-0.0011635,-0.0034906,0.022949,0.39355,0.89551,0.06422,-0.38624,-0.46789,0
-0.002327,-0.002327,-0.002327,0.024902,0.39038,0.89355,0.066972,-0.38532,-0.46514,0
-0.0011635,-0.002327,-0.0011635,0.024902,0.39355,0.89355,0.066055,-0.38349,-0.46697,0
0.0011635,-0.0058176,-0.0058176,0.023926,0.38892,0.89697,0.06422,-0.38257,-0.46697,0
0.002327,-0.0069811,-0.0058176,0.022949,0.39355,0.89551,0.066055,-0.38257,-0.46422,0
0.0069811,-0.0046541,-0.0011635,0.025391,0.39111,0.89209,0.068807,-0.38257,-0.46881,0
0.0046541,-0.0034906,0,0.023438,0.39307,0.89185,0.066055,-0.38257,-0.46606,0
-0.002327,0.0058176,-0.0058176,0.024902,0.39307,0.89551,0.06789,-0.38165,-0.46422,0
-0.0034906,0.0046541,-0.0046541,0.021973,0.39355,0.89844,0.066055,-0.38532,-0.46514,0
0.0081446,0.0034906,-0.0081446,0.023438,0.39551,0.89941,0.066055,-0.38624,-0.46514,0
0.0046541,-0.0046541,-0.0058176,0.021973,0.38892,0.89502,0.065138,-0.38532,-0.46789,0
0.0046541,-0.015126,-0.0046541,0.023438,0.3855,0.89111,0.06789,-0.3844,-0.46881,0
0.0069811,-0.016289,-0.0046541,0.024902,0.38696,0.88916,0.068807,-0.38257,-0.46697,0
0.0046541,-0.0081446,-0.011635,0.030273,0.3855,0.88989,0.06422,-0.3844,-0.46697,0
0,-0.0046541,-0.015126,0.032471,0.38599,0.89038,0.06422,-0.38532,-0.46514,0
-0.002327,-0.0011635,-0.017453,0.026367,0.38599,0.89136,0.06422,-0.38807,-0.46881,0
-0.0093081,0.0069811,-0.011635,0.024414,0.38184,0.89697,0.06422,-0.38349,-0.46697,0
0.0046541,0.0034906,-0.0034906,0.021484,0.39209,0.90186,0.066972,-0.3844,-0.46697,0
0.0058176,0.0058176,-0.002327,0.021484,0.38892,0.89795,0.066972,-0.38349,-0.46514,0
0.0081446,0.0058176,-0.0058176,0.022461,0.38989,0.89746,0.066055,-0.38532,-0.46422,0
0.0081446,0.0093081,-0.002327,0.027344,0.39355,0.89502,0.068807,-0.38073,-0.46422,0
0.016289,0.0069811,-0.0046541,0.023926,0.39453,0.89502,0.06422,-0.3844,-0.46606,0
